Content of this URL:  ftp://ftp.tceq.state.tx.us/pub/WaterResourceManagement/WaterQuality/DataCollection/CleanRivers/public/stations.txt
find record with SiteCode 16051 in database, skip it...
find record with SiteCode 17724 in database, skip it...
find record with SiteCode 17739 in database, skip it...
find record with SiteCode 17812 in database, skip it...
find record with SiteCode 17726 in database, skip it...
find record with SiteCode 14793 in database, skip it...
find record with SiteCode 14786 in database, skip it...
find record with SiteCode 13660 in database, skip it...
find record with SiteCode 17672 in database, skip it...
find record with SiteCode 20498 in database, skip it...
find record with SiteCode 17538 in database, skip it...
find record with SiteCode 11824 in database, skip it...
find record with SiteCode 10116 in database, skip it...
find record with SiteCode 10117 in database, skip it...
find record with SiteCode 14955 in database, skip it...
find record with SiteCode 14959 in database, skip it...
find record with SiteCode 14960 in database, skip it...
find record with SiteCode 14962 in database, skip it...
find record with SiteCode 14961 in database, skip it...
find record with SiteCode 14963 in database, skip it...
find record with SiteCode 14818 in database, skip it...
find record with SiteCode 14819 in database, skip it...
find record with SiteCode 14820 in database, skip it...
find record with SiteCode 14821 in database, skip it...
find record with SiteCode 14823 in database, skip it...
find record with SiteCode 14824 in database, skip it...
find record with SiteCode 14825 in database, skip it...
find record with SiteCode 14826 in database, skip it...
find record with SiteCode 14827 in database, skip it...
find record with SiteCode 14828 in database, skip it...
find record with SiteCode 14829 in database, skip it...
find record with SiteCode 14830 in database, skip it...
find record with SiteCode 15094 in database, skip it...
find record with SiteCode 14881 in database, skip it...
find record with SiteCode 17099 in database, skip it...
find record with SiteCode 17789 in database, skip it...
find record with SiteCode 17792 in database, skip it...
find record with SiteCode 17793 in database, skip it...
find record with SiteCode 17794 in database, skip it...
find record with SiteCode 17776 in database, skip it...
find record with SiteCode 17787 in database, skip it...
find record with SiteCode 17782 in database, skip it...
find record with SiteCode 17779 in database, skip it...
find record with SiteCode 17763 in database, skip it...
find record with SiteCode 18451 in database, skip it...
find record with SiteCode 13409 in database, skip it...
find record with SiteCode 13407 in database, skip it...
find record with SiteCode 16004 in database, skip it...
find record with SiteCode 14988 in database, skip it...
find record with SiteCode 14989 in database, skip it...
find record with SiteCode 14981 in database, skip it...
find record with SiteCode 18284 in database, skip it...
find record with SiteCode 18061 in database, skip it...
find record with SiteCode 18062 in database, skip it...
find record with SiteCode 18279 in database, skip it...
find record with SiteCode 18280 in database, skip it...
find record with SiteCode 18281 in database, skip it...
find record with SiteCode 18282 in database, skip it...
find record with SiteCode 18603 in database, skip it...
find record with SiteCode 18609 in database, skip it...
find record with SiteCode 18614 in database, skip it...
find record with SiteCode 18616 in database, skip it...
find record with SiteCode 18618 in database, skip it...
find record with SiteCode 18621 in database, skip it...
find record with SiteCode 18622 in database, skip it...
find record with SiteCode 13417 in database, skip it...
find record with SiteCode 13415 in database, skip it...
find record with SiteCode 18250 in database, skip it...
find record with SiteCode 17751 in database, skip it...
find record with SiteCode 16849 in database, skip it...
find record with SiteCode 16851 in database, skip it...
find record with SiteCode 17772 in database, skip it...
find record with SiteCode 17750 in database, skip it...
find record with SiteCode 14822 in database, skip it...
find record with SiteCode 17791 in database, skip it...
find record with SiteCode 18244 in database, skip it...
find record with SiteCode 17761 in database, skip it...
find record with SiteCode 17783 in database, skip it...
find record with SiteCode 17764 in database, skip it...
find record with SiteCode 16852 in database, skip it...
find record with SiteCode 18247 in database, skip it...
find record with SiteCode 18243 in database, skip it...
find record with SiteCode 17768 in database, skip it...
find record with SiteCode 17766 in database, skip it...
find record with SiteCode 20150 in database, skip it...
find record with SiteCode 18237 in database, skip it...
find record with SiteCode 18277 in database, skip it...
find record with SiteCode 17753 in database, skip it...
find record with SiteCode 17749 in database, skip it...
find record with SiteCode 17765 in database, skip it...
find record with SiteCode 18242 in database, skip it...
find record with SiteCode 17790 in database, skip it...
find record with SiteCode 18239 in database, skip it...
find record with SiteCode 16853 in database, skip it...
find record with SiteCode 13413 in database, skip it...
find record with SiteCode 18064 in database, skip it...
